artist,song,duration_ms,year,popularity,loudness,speechiness,acousticness,instrumentalness,tempo,genre
Fall Out Boy,Thnks fr th Mmrs,203506,2007,76,-5.057,0.0623,0.00511,0,154.837,rock
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),444333,2006,57,-6.247,0.0549,0.34,0.000161,121.243,pop
All Time Low,Dear Maria; Count Me In,182826,2007,76,-3.126,0.0805,0.00725,0,181.04,rock
Amy Winehouse,Back To Black,241293,2006,76,-13.964,0.0373,0.134,0.0000205,122.728,R&B
Keyshia Cole,Let It Go,238360,2007,58,-5.165,0.213,0.197,0,94.955,hip hop; pop; R&B
Ciara,Promise,267413,2006,56,-5.757,0.0425,0.409,0.0000038,123.279,pop; R&B
Enrique Iglesias,Do You Know? (The Ping Pong Song),219533,2007,45,-4.829,0.0487,0.0523,0,114.999,pop; latin
T2,Heartbroken - Edit,178613,2017,59,-5.438,0.0329,0.0258,0.00392,139.986,Dance/Electronic
Robyn,With Every Heartbeat,254920,2005,36,-4.462,0.0395,0.00877,0.0000452,120.872,pop; Dance/Electronic
Maroon 5,Makes Me Wonder,211080,2007,62,-2.429,0.0357,0.00485,0.000358,113.996,pop
Fall Out Boy,This Ain't A Scene; It's An Arms Race,212040,2007,68,-4.07,0.0636,0.000747,0,199.935,rock
Paramore,Misery Business,211520,2007,72,-3.677,0.0735,0.00272,0.00000926,172.977,pop; rock
Hinder,Better Than Me,223533,2019,30,-5.295,0.029,0.205,0,139.913,pop; rock; metal
Huey,Pop; Lock & Drop It - Video Edit,261026,2006,52,-6.863,0.222,0.00308,0,144.09,hip hop; pop
Foo Fighters,The Pretender,269373,2007,78,-4.04,0.0431,0.000917,0,172.984,rock; metal
Plies,Shawty (feat. T Pain),255413,2007,61,-5.926,0.126,0.0419,0,105.412,hip hop; pop; R&B
Kaiser Chiefs,Ruby,204200,2007,67,-2.82,0.0512,0.00673,0.00000485,93.416,rock
Mark Ronson,Stop Me (feat. Daniel Merriweather),232946,2007,46,-4.334,0.0403,0.00128,0.00000852,118.035,pop
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),238266,2006,57,-6.957,0.183,0.0917,0,83.998,hip hop; pop; R&B
Jim Jones,We Fly High,236080,2006,0,-6.564,0.298,0.0847,0,120.226,hip hop; pop
The Red Jumpsuit Apparatus,Face Down,192000,2006,74,-2.189,0.0399,0.000665,0,92.956,pop
MIKA,Grace Kelly,187733,2006,69,-5.799,0.0454,0.0242,0.0102,122.229,pop
Christina Aguilera,Candyman,194213,2006,66,-4.713,0.23,0.0125,0.0147,172.976,pop
Sean Kingston,Beautiful Girls,225373,2007,78,-6.075,0.0687,0.15,0,130.009,hip hop; pop; R&B
Akon,Don't Matter,293066,2006,52,-6.035,0.0371,0.225,0,125.139,pop
James Blunt,1973,280026,2007,68,-7.928,0.0269,0.0652,0.00664,123.007,pop
Carrie Underwood,Before He Cheats,199946,2005,76,-3.318,0.0405,0.271,0,147.905,pop; country
Just Jack,Starz In Their Eyes,295933,2006,52,-6.731,0.0652,0.00184,0.000356,123.802,Dance/Electronic
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),227960,2007,2,-8.137,0.262,0.0108,0,80.001,hip hop; pop; R&B
Bone Thugs-N-Harmony,I Tried,287480,2007,61,-6.142,0.0742,0.0104,0,81.995,hip hop; pop
Avril Lavigne,When You're Gone,240493,2007,68,-3.921,0.0323,0.191,0,142.034,pop
Rich Boy,Throw Some D's,263920,2007,57,-5.181,0.43,0.0368,0,160.895,hip hop; pop
MIKA,Love Today,235173,2006,57,-4.981,0.0664,0.0304,0.00298,124.484,pop
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),235693,2007,53,-3.049,0.0459,0.00143,0.0000113,126.766,rock; pop
Elliott Yamin,Wait for You,261320,2007,58,-6.734,0.0281,0.25,0,116.027,set()
Wyclef Jean,Sweetest Girl (Dollar Bill) (feat. Akon; Lil' Wayne & Niia),241133,2007,56,-3.51,0.0553,0.0772,0,92.515,set()
Boys Like Girls,The Great Escape,206520,2007,62,-4.012,0.0635,0.00166,0,149.934,pop
Take That,Rule The World - Radio Edit,237760,2007,58,-4.226,0.034,0.0376,0,164.054,pop
J. Holiday,Bed,275106,2007,64,-7.268,0.0504,0.17,0,127.901,hip hop; pop; R&B; Dance/Electronic
Red Hot Chili Peppers,Snow (Hey Oh),334666,2006,79,-3.674,0.0499,0.116,0.0000175,104.655,rock
Ludacris,Runaway Love,280680,2006,51,-6.97,0.283,0.329,0,92.854,hip hop; pop
Flo Rida,Low (feat. T-Pain),231400,2008,80,-5.64,0.0791,0.0928,0,128.008,hip hop; pop
Katy Perry,I Kissed A Girl,179640,2008,73,-3.173,0.0677,0.00223,0,129.996,pop
Rihanna,Take A Bow,229413,2008,74,-7.536,0.0715,0.248,0,82.082,hip hop; pop; R&B
Alicia Keys,No One,253813,2007,77,-5.415,0.0285,0.0209,0.00000885,90.04,pop; R&B
Timbaland,Apologize,184400,2007,74,-6.017,0.0278,0.0292,0,118.016,hip hop; pop; R&B
Ne-Yo,Miss Independent,232000,2008,71,-5.714,0.145,0.48,0,171.812,pop; R&B
Chris Brown,With You,252120,2007,70,-4.298,0.0698,0.134,0,86.009,hip hop; pop; R&B
Beyoncé,If I Were a Boy,249146,2008,66,-6.126,0.0313,0.107,0,90.007,pop; R&B
Kardinal Offishall,Dangerous,246053,2008,75,-5.957,0.0756,0.00437,0,117.002,hip hop; pop; R&B
Madcon,Beggin (original version),216146,2007,70,-5.144,0.057,0.0271,0,129.023,hip hop; pop
September,Cry for You,209800,2007,65,-3.988,0.0301,0.00133,0.000139,130.018,pop; Dance/Electronic
Rihanna,Disturbia,238626,2008,76,-4.515,0.0571,0.0863,0,124.921,hip hop; pop; R&B
Guru Josh Project,Infinity 2008,190013,2011,1,-6.139,0.0576,0.000337,0.00672,127.999,hip hop
Britney Spears,Break the Ice,196053,2007,61,-3.866,0.0445,0.689,0.00000802,117.533,pop
Lil Wayne,Lollipop,299333,2008,69,-9.469,0.0831,0.056,0.00413,148.075,hip hop; pop
Basshunter,Now You're Gone - Video Edit,148186,2008,63,-5.503,0.354,0.0213,0,147.99,pop
Kanye West,Flashing Lights,237506,2007,52,-7.578,0.0399,0.0381,0,90.482,hip hop
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),189693,2009,71,-4.922,0.0652,0.00994,0.00696,113.029,pop
Katy Perry,Hot N Cold,220226,2008,73,-3.956,0.0418,0.0000795,0,132.032,pop
Rihanna,Don't Stop The Music,267080,2008,77,-5.582,0.0643,0.0336,0.0000692,122.668,hip hop; pop; R&B
Snoop Dogg,Sensual Seduction,245520,2007,56,-3.973,0.0682,0.003,0.0000346,120.163,hip hop; pop
Akon,Right Now (Na Na Na),240746,2008,69,-4.194,0.152,0.262,0,137.982,pop
Britney Spears,Womanizer,224400,2008,76,-5.226,0.0622,0.073,0,139,pop
Eric Prydz,Pjanoo - Radio Edit,157432,2008,65,-4.949,0.0295,0.000563,0.812,125.99,pop; Dance/Electronic
Kelly Rowland,Work,207920,2010,34,-6.351,0.0538,0.00499,0,102.757,hip hop; pop; R&B
Jeezy,Put On,321293,2008,69,-6.091,0.0353,0.00342,0,137.616,hip hop; pop
Madonna,Give It 2 Me,287906,2008,57,-3.512,0.0414,0.0933,0.000405,127.019,pop
The Pussycat Dolls,When I Grow Up,245680,2008,72,-5.762,0.05,0.00165,0,118.449,pop; R&B
will.i.am,Heartbreaker,327880,2007,46,-8.793,0.0732,0.0352,0.127,120.051,hip hop; pop
Soulja Boy,Crank That (Soulja Boy),221933,2007,74,-2.18,0.0786,0.515,0,140.141,hip hop; pop
Britney Spears,Piece of Me,212106,2007,64,-5.054,0.216,0.0902,0,115.007,pop
T.I.,Live Your Life,338853,2008,75,-3.363,0.255,0.071,0,159.841,hip hop; pop
Ne-Yo,Closer,234360,2008,65,-6.437,0.0738,0.0225,0.000052,126.027,pop; R&B
Lil Wayne,A Milli,221840,2008,69,-8.636,0.278,0.0387,0.00202,151.486,hip hop; pop
Colby O'Donis,What You Got,243013,2008,61,-6.718,0.038,0.0327,0,119.974,hip hop; pop; R&B
Miley Cyrus,See You Again,190453,2007,0,-5.098,0.177,0.0149,0.0000734,138.975,pop
Basshunter,All I Ever Wanted - Radio Edit,176453,2008,65,-7.051,0.0508,0.164,0.00701,144.954,pop
Chris Brown,Kiss Kiss (feat. T-Pain),250666,2007,68,-3.386,0.225,0.0506,0,140.043,hip hop; pop; R&B
Finger Eleven,Paralyzer,208106,2007,73,-3.486,0.0456,0.157,0,106.031,rock; metal
Alesha Dixon,The Boy Does Nothing,210680,2008,51,-2.423,0.121,0.121,0.0000774,87,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,204093,2011,68,-4.281,0.0451,0.0476,0,111.996,hip hop; pop; Dance/Electronic
Gabriella Cilmi,Sweet About Me,202133,2008,56,-5.035,0.0288,0.0607,0.0000027,131.977,R&B
Jack White,Another Way to Die,262240,2007,56,-4.23,0.128,0.0239,0.0000302,141.933,rock; blues
Plies,Hypnotized (feat. Akon),188493,2007,66,-7.421,0.0797,0.16,0,116.59,hip hop; pop; R&B
The Pussycat Dolls,I Hate This Part,218400,2008,64,-4.371,0.0317,0.0659,0,111.572,pop; R&B
Sean Kingston,Take You There,236693,2008,65,-4.321,0.0696,0.0182,0,115.033,hip hop; pop; R&B
Natasha Bedingfield,Pocketful of Sunshine,203440,2008,62,-3.892,0.0391,0.203,0,110.019,pop
The Offspring,You're Gonna Go Far; Kid,177826,2008,78,-3.159,0.0638,0.00428,0,126.115,rock; pop; metal
Kanye West,Homecoming,203493,2007,47,-7.059,0.189,0.337,0,86.917,hip hop
Estelle,American Boy,284733,2008,78,-2.99,0.326,0.171,0,117.932,R&B
Saving Abel,Addicted,222826,2008,69,-4.146,0.0338,0.000821,0,138.018,rock; metal
Pendulum,Propane Nightmares,313346,2008,57,-4.13,0.0825,0.000262,0.148,173.992,Dance/Electronic
The Game,My Life,320893,2008,60,-5.018,0.349,0.0724,0,148.113,hip hop; pop
Danity Kane,Damaged,244266,2008,57,-5.158,0.05,0.0912,0,120.01,pop; R&B
P!nk,So What,215160,2008,76,-3.078,0.0425,0.000334,0,126.019,pop
Kanye West,Love Lockdown,270306,2008,66,-7.67,0.0323,0.0542,0.5,119.603,hip hop
Gym Class Heroes,Cookie Jar (feat. The-Dream),216317,2008,54,-4.061,0.0282,0.0253,0,113.053,hip hop; pop
M.I.A.,Paper Planes,205200,2007,1,-6.175,0.222,0.033,0.0000745,172.247,pop; rock
3 Doors Down,It's Not My Time,241960,2008,56,-4.808,0.0602,0.00153,0.00000516,127.962,pop; rock; metal
Kylie Minogue,Wow,190973,2007,47,-5.466,0.202,0.151,0.000268,124.072,pop; Dance/Electronic
Mariah Carey,Touch My Body,204733,2008,0,-7.736,0.0502,0.0996,0,78.502,pop; R&B
MGMT,Kids,302840,2007,77,-3.871,0.0719,0.00076,0.0049,122.961,rock
The Ting Tings,Shut Up and Let Me Go,171226,2007,55,-4.497,0.0581,0.0109,0.00268,107.993,pop; rock; Dance/Electronic
Lil Wayne,Got Money,244626,2008,58,-4.847,0.118,0.00188,0,82.48,hip hop; pop
Santana,Into the Night (feat. Chad Kroeger),222440,2007,57,-4.678,0.0331,0.0137,0,127.981,rock; blues; latin
The-Dream,I Luv Your Girl,267866,2007,62,-9.702,0.0341,0.014,0,90.063,hip hop; pop; R&B
Wiley,Wearing My Rolex - Radio Edit,170480,2008,59,-6.884,0.135,0.0468,0.000482,131.942,hip hop; Dance/Electronic
Usher,Love in This Club (feat. Young Jeezy),259720,2008,71,-5.976,0.0732,0.0572,0,140.012,hip hop; pop; R&B
Sam Sparro,Black & Gold - Radio Edit,212360,2008,53,-5.65,0.0763,0.00116,0.0000239,135.968,pop; Dance/Electronic
H "two" O,What's It Gonna Be (feat. Platnum),207476,2008,55,-4.758,0.0341,0.0085,0.0218,139.61,Dance/Electronic
The Ting Tings,That's Not My Name,310573,2008,51,-3.152,0.0893,0.0451,0.0373,145.042,pop; rock; Dance/Electronic
Plies,Bust It Baby; Pt. 2 (feat. Ne-Yo),240760,2008,61,-7.24,0.167,0.154,0,78.946,hip hop; pop; R&B
James Morrison,Broken Strings,250453,2008,70,-4.914,0.029,0.00967,0,111.91,pop; R&B
Leona Lewis,Run,314720,2007,62,-6.166,0.0291,0.428,0.00000561,142.365,pop; R&B
Metro Station,Shake It,179946,2007,67,-3.836,0.0798,0.00221,0.00000309,150.034,pop; rock
T.I.,Whatever You Like,249533,2008,74,-6.162,0.0709,0.0161,0,150.053,hip hop; pop
Trey Songz,Can't Help but Wait,206413,2007,62,-5.564,0.0737,0.358,0,94.977,hip hop; pop; R&B
OneRepublic,Stop And Stare,223853,2007,59,-4.274,0.0332,0.0659,0,92.474,pop
Alexandra Burke,Hallelujah,217826,2009,63,-6.211,0.0291,0.654,0,182.571,pop
Mary J. Blige,Just Fine,242133,2007,64,-3.61,0.117,0.0394,0.000565,123.021,pop; R&B
Jordin Sparks,One Step At a Time,205160,2007,56,-4.672,0.0289,0.0825,0,102.028,pop; R&B
Coldplay,Viva La Vida,242373,2008,80,-7.115,0.0287,0.0954,0.00000323,138.015,rock; pop
Kings of Leon,Sex on Fire,203346,2008,80,-5.653,0.054,0.00172,0.0104,153.398,rock
Kanye West,Good Life,207000,2007,45,-6.881,0.346,0.00305,0,82.962,hip hop
Duffy,Mercy,219920,2008,69,-3.774,0.0332,0.266,0.000356,129.911,pop; R&B
David Archuleta,Crush,213520,2008,67,-4.718,0.0322,0.00836,0.000012,162.084,pop
J. Holiday,Suffocate - Superclean,220053,2007,58,-8.391,0.361,0.64,0,82.82,hip hop; pop; R&B; Dance/Electronic
Gavin DeGraw,In Love With a Girl,206000,2008,51,-4.8,0.0438,0.0191,0,161.905,pop; Folk/Acoustic
Jordin Sparks,Tattoo,233466,2007,54,-5.036,0.0399,0.431,0,168.005,pop; R&B
Coldplay,Violet Hill,222653,2008,63,-7.875,0.0374,0.0614,0.00129,76.093,rock; pop
Ray J,Sexy Can I feat. Yung Berg,204040,2008,1,-6.007,0.325,0.299,0,172.155,hip hop; pop; R&B
Jennifer Hudson,Spotlight,250106,2008,60,-3.887,0.051,0.0448,0,108.984,pop; R&B; easy listening
John Legend,Green Light (feat. André 3000),284186,2008,55,-5.59,0.119,0.0912,0,77.506,pop; R&B
Jonas Brothers,Burnin' Up,175093,2008,68,-3.462,0.0817,0.0296,0,114.03,pop
Lupe Fiasco,Superstar (feat. Matthew Santos),289000,2007,64,-6.015,0.361,0.207,0,94.812,hip hop; pop
Chris Brown,Forever,278573,2008,74,-4.456,0.0459,0.0368,0.000188,120.005,hip hop; pop; R&B
Adele,Chasing Pavements,210506,2008,1,-6.09,0.0255,0.291,0,80.045,pop; R&B
Leona Lewis,Better in Time,234173,2007,67,-4.251,0.0506,0.512,0.0000243,163.953,pop; R&B
Fergie,Clumsy,240426,2006,58,-4.046,0.131,0.191,0.00042,184.009,pop; R&B
T-Pain,Can't Believe It (feat. Lil' Wayne),273826,2008,0,-8.869,0.049,0.00179,0,89.828,hip hop; pop; R&B
Black Eyed Peas,I Gotta Feeling,289133,2009,80,-6.375,0.0265,0.0873,0,127.96,hip hop; pop
Lady Gaga,Poker Face,237200,2008,77,-4.62,0.0787,0.118,0.00000164,118.999,pop
Beyoncé,Halo,261640,2008,74,-5.908,0.0628,0.272,0,79.983,pop; R&B
David Guetta,Sexy Bitch (feat. Akon),195853,2010,75,-5.018,0.0486,0.0771,0.000616,130.011,hip hop; pop; Dance/Electronic
Flo Rida,Right Round,204640,2009,74,-6.852,0.0551,0.009,0,124.986,hip hop; pop
Taylor Swift,Love Story,236266,2008,74,-3.97,0.0311,0.131,0,118.984,pop
Pitbull,Hotel Room Service,238506,2009,63,-8.164,0.227,0.00301,0.000249,126.003,hip hop; pop; latin
Britney Spears,Circus,192360,2008,74,-5.215,0.052,0.147,0.000381,114.98,pop
Lady Gaga,LoveGame,216333,2008,69,-5.611,0.0523,0.00569,0.00000243,105.024,pop
Skillet,Monster,178013,2009,75,-2.336,0.0741,0.0431,0,134.992,rock; pop; metal
The Prodigy,Omen,216026,2009,57,-5.172,0.0441,0.000941,0.117,140.002,rock; pop; Dance/Electronic
Black Eyed Peas,Meet Me Halfway,284373,2009,72,-6.857,0.0735,0.00474,0.0000217,130,hip hop; pop
Kanye West,Heartless,211000,2008,82,-5.983,0.136,0.0515,0,87.999,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),221240,2009,72,-6.359,0.0653,0.462,0.00000713,138.018,hip hop
Lady Gaga,Just Dance,241933,2008,76,-4.541,0.0311,0.0264,0.0000426,118.992,pop
Britney Spears,If U Seek Amy,216520,2008,69,-7.296,0.0339,0.0192,0,129.954,pop
Pitbull,I Know You Want Me (Calle Ocho),237120,2009,59,-5.995,0.149,0.0142,0.0000212,127.045,hip hop; pop; latin
Mariah Carey,Obsessed,242200,2009,66,-5.557,0.0625,0.0465,0,86.443,pop; R&B
Beyoncé,Sweet Dreams,208066,2008,48,-5.986,0.111,0.0895,0.0000186,121.949,pop; R&B
Agnes,Release Me,256213,2009,65,-3.124,0.0321,0.00645,0.0000728,127.973,pop; Dance/Electronic
Black Eyed Peas,Boom Boom Pow,251440,2009,68,-5.892,0.0663,0.13,0.00171,130.048,hip hop; pop
Shakira,She Wolf,188866,2009,68,-7.448,0.0443,0.285,0.0162,121.983,pop; latin
Lady Gaga,Paparazzi,208306,2008,70,-3.973,0.0438,0.113,0,114.906,pop
JAY-Z,Empire State Of Mind,276920,2009,82,-1.538,0.392,0.0295,0,173.585,hip hop
OneRepublic,All The Right Moves,238000,2009,65,-3.527,0.0474,0.258,0.00000935,146.024,pop
Jeremih,Birthday Sex,226506,2009,67,-5.603,0.0439,0.295,0,60.019,hip hop; pop; R&B
Cascada,Evacuate The Dancefloor,207200,2009,63,-5.87,0.0432,0.0167,0,127.029,hip hop; pop; Dance/Electronic
Linkin Park,New Divide,268613,2009,68,-3.365,0.0362,0.000235,0,117.971,rock; metal
Kevin Rudolf,Let It Rock,231173,2008,66,-4.41,0.0397,0.000683,0,113.172,hip hop; pop
JAY-Z,Run This Town,267520,2009,75,-1.802,0.29,0.281,0,86.844,hip hop
Lady Gaga,Bad Romance,294573,2009,80,-3.755,0.0363,0.00314,0.0000524,119.001,pop
T.I.,Live Your Life,338853,2008,75,-3.363,0.255,0.071,0,159.841,hip hop; pop
Eminem,We Made You,269613,2009,63,-1.203,0.0792,0.107,0.00000145,114.003,hip hop
Dizzee Rascal,Bonkers,177573,2011,38,-3.34,0.22,0.00615,0,126.127,hip hop; pop; Dance/Electronic
Ciara,Love Sex Magic (feat. Justin Timberlake),220426,2009,58,-5.089,0.138,0.0206,0,107.011,pop; R&B
Rihanna,Russian Roulette,227533,2009,64,-5.754,0.0447,0.046,0,80.051,hip hop; pop; R&B
Soulja Boy,Turn My Swag On,206333,2008,59,-3.104,0.0269,0.000969,0,150.154,hip hop; pop
The xx,Intro,127920,2009,2,-8.871,0.027,0.459,0.925,100.363,rock
Jay Sean,Down,212106,2009,3,-4.493,0.0321,0.0108,0,65.997,hip hop; pop; R&B
Keri Hilson,Turnin Me On - Original Dirty,248066,2008,41,-5.09,0.061,0.00293,0.00000482,159.873,pop; R&B
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,2010,69,-4.614,0.0253,0.0165,0.000427,129.967,hip hop; pop; Dance/Electronic
Cheryl,Fight For This Love,223253,2009,65,-5.873,0.0912,0.013,0,122.988,pop; Dance/Electronic
Soulja Boy,Kiss Me Thru The Phone,193386,2008,76,-3.781,0.112,0.0185,0,149.998,hip hop; pop
Eminem,Crack A Bottle,297520,2009,70,-2.571,0.186,0.0864,0,169.561,hip hop
P!nk,Sober,251440,2010,46,-4.907,0.0299,0.0653,0,91.066,pop
Tinchy Stryder,Number 1,212773,2009,59,-3.912,0.0377,0.0105,0,114.912,pop; Dance/Electronic
Pixie Lott,Mama Do (Uh Oh; Uh Oh),196520,2009,54,-4.711,0.19,0.171,0,119.918,pop; Dance/Electronic
JLS,Beat Again - Radio Edit,196640,2009,0,-4.577,0.0712,0.0355,0,120.02,pop
3OH!3,DONTTRUSTME,192573,2008,70,-3.742,0.254,0.0163,0,130.012,hip hop; pop; rock
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,2009,65,-3.919,0.061,0.0476,0,136.202,set()
The Pussycat Dolls,I Hate This Part,218400,2008,64,-4.371,0.0317,0.0659,0,111.572,pop; R&B
Akon,Beautiful,312986,2008,65,-4.442,0.0889,0.123,0,130.015,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),206480,2009,57,-3.684,0.0538,0.0115,0,140.029,pop
Mario,Break Up,249026,2009,51,-7.355,0.363,0.428,0,73.881,pop; R&B
Drake,Forever,357706,2009,73,-2.278,0.342,0.249,0,104.02,hip hop; pop; R&B
Selena Gomez & The Scene,Naturally,202586,2009,63,-5.406,0.0511,0.0185,0.00000101,132.612,pop; Dance/Electronic
Kanye West,Love Lockdown,270306,2008,66,-7.67,0.0323,0.0542,0.5,119.603,hip hop
The Veronicas,Untouched,255360,2005,58,-4.893,0.234,0.0171,0.0172,177.008,pop; Dance/Electronic
Fabolous,Throw It In The Bag,231573,2009,59,-7.423,0.0473,0.174,0,172.049,hip hop; pop; R&B
Jason Derulo,Whatcha Say,221253,2010,70,-5.507,0.0779,0.0444,0,144.036,hip hop; pop
Lily Allen,Not Fair,201213,2009,54,-6.982,0.0402,0.0447,0.00989,121.491,pop
T.I.,Dead And Gone,299746,2008,68,-4.99,0.259,0.0402,0,135.021,hip hop; pop
Sean Kingston,Fire Burning,239986,2009,71,-2.513,0.0329,0.0192,0,122.973,hip hop; pop; R&B
Empire of the Sun,Walking On A Dream,198440,2008,77,-5.594,0.0458,0.257,0.00000752,126.975,rock; pop; Dance/Electronic
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,2009,65,-3.716,0.0815,0.0116,0,119.964,pop; Dance/Electronic
Nickelback,If Today Was Your Last Day,249066,2008,66,-5.749,0.0355,0.0000867,0,89.956,rock; metal
La Roux,Bulletproof,205733,2009,71,-2.771,0.0477,0.000441,0.0000647,123.016,pop; Dance/Electronic
Kasabian,Fire,252279,2009,64,-5.643,0.0311,0.0874,0.149,117.029,rock
Calvin Harris,I'm Not Alone - Radio Edit,210973,2009,55,-6.614,0.0321,0.00481,0.105,130.99,hip hop; pop; Dance/Electronic
Justin Bieber,One Time,215866,2009,71,-2.528,0.0372,0.0631,0.0000713,145.999,pop
Jamie Foxx,Blame It,289746,2008,65,-5.426,0.103,0.0782,0,176.052,hip hop; pop; R&B
La Roux,In For The Kill,248626,2009,59,-0.276,0.0455,0.00184,0,150.01,pop; Dance/Electronic
Muse,Uprising,304840,2009,75,-4.046,0.0775,0.000202,0.064,128.019,rock
Nickelback,Gotta Be Somebody,252653,2008,62,-5.222,0.0601,0.000354,0.00165,115.998,rock; metal
James Morrison,Broken Strings,250453,2008,70,-4.914,0.029,0.00967,0,111.91,pop; R&B
T.I.,Whatever You Like,249533,2008,74,-6.162,0.0709,0.0161,0,150.053,hip hop; pop
Dizzee Rascal,Holiday,220626,2011,60,-1.925,0.0448,0.0571,0,117.985,hip hop; pop; Dance/Electronic
Beyoncé,Single Ladies (Put a Ring on It),193213,2008,67,-5.293,0.296,0.0383,0,193.437,pop; R&B
Boys Like Girls,Love Drunk,226706,2009,64,-3.17,0.141,0.00177,0.00000339,150.005,pop
The-Dream,Rockin' That Shit,221920,2009,62,-4.865,0.0422,0.123,0,78.005,hip hop; pop; R&B
OneRepublic,Secrets,224693,2009,74,-6.223,0.0366,0.0717,0,148.021,pop
JLS,Everybody in Love,195586,2013,39,-5.971,0.0327,0.0703,0,140.022,pop
Jason Aldean,Big Green Tractor,204200,2009,50,-5.035,0.0289,0.654,0,137.077,country
The Fray,Never Say Never,256613,2009,67,-5.767,0.0317,0.568,0.00000818,160.139,pop
Lily Allen,The Fear,207120,2009,53,-6.948,0.0404,0.419,0.0000882,134.002,pop
Kings of Leon,Sex on Fire,203346,2008,80,-5.653,0.054,0.00172,0.0104,153.398,rock
Drake,Best I Ever Had,258760,2010,54,-2.673,0.33,0.0951,0,162.161,hip hop; pop; R&B
Kelly Clarkson,Already Gone,281560,2009,56,-2.996,0.0757,0.217,0,78.139,pop; R&B
Miley Cyrus,Party In The U.S.A.,202066,2009,79,-4.667,0.042,0.00112,0.000115,96.021,pop
Jordin Sparks,Battlefield,241920,2009,57,-3.472,0.0339,0.0178,0,144.953,pop; R&B
Ne-Yo,Mad,254533,2008,64,-5.348,0.0343,0.665,0,129.94,pop; R&B
Green Day,21 Guns,321093,2009,73,-4.939,0.0355,0.0518,0,159.779,rock
Keri Hilson,Knock You Down,326186,2009,57,-4.78,0.16,0.00952,0,155.165,pop; R&B
Taylor Swift,You Belong With Me,231146,2008,55,-4.424,0.0384,0.164,0.0000246,129.964,pop
Shinedown,Second Chance,222066,2008,67,-4.501,0.0333,0.00107,0,100.011,rock; metal
Asher Roth,I Love College,241933,2009,62,-4.075,0.243,0.0897,0,86.444,hip hop; pop
Katy Perry,Waking Up In Vegas,199186,2008,49,-3.108,0.0346,0.0012,0,130.989,pop
Kelly Clarkson,My Life Would Suck Without You,211493,2009,68,-4.006,0.0509,0.0014,0,144.982,pop; R&B
Mumford & Sons,Little Lion Man,245173,2009,68,-8.05,0.0272,0.0275,0.0000319,138.585,Folk/Acoustic; rock; pop
The Fray,You Found Me,241853,2009,73,-5.412,0.0413,0.0187,0,151.994,pop
Bruno Mars,Just the Way You Are,220734,2010,77,-5.379,0.0422,0.0134,0,109.021,pop
Eminem,Love The Way You Lie,263373,2010,81,-5.034,0.227,0.241,0,86.989,hip hop
Lady Gaga,Bad Romance,294573,2009,80,-3.755,0.0363,0.00314,0.0000524,119.001,pop
Stromae,Alors on danse - Radio Edit,206066,2010,77,-9.206,0.0793,0.0994,0.00203,119.951,pop
Kesha,TiK ToK,199693,2010,80,-2.718,0.142,0.0991,0,120.028,pop; Dance/Electronic
David Guetta,Memories (feat. Kid Cudi),210853,2010,76,-3.932,0.255,0.00144,0.00000434,129.983,hip hop; pop; Dance/Electronic
Taio Cruz,Dynamite,202613,2010,80,-3.724,0.0859,0.00379,0,119.975,hip hop; pop
Rihanna,Only Girl (In The World),235493,2010,73,-4.241,0.0432,0.129,0.0000107,125.906,hip hop; pop; R&B
Katy Perry,California Gurls,234653,2012,72,-3.729,0.0569,0.00446,0,125.014,pop
