artist,song,duration_ms,year,popularity,loudness,speechiness,acousticness,instrumentalness,tempo,genre
The Weeknd,Earned It (Fifty Shades Of Grey) - From The "Fifty Shades Of Grey" Soundtrack,252226,2014,76,-5.922,0.0304,0.385,0,119.844,pop; R&B
Ellie Goulding,Love Me Like You Do - From "Fifty Shades Of Grey",252534,2015,78,-6.646,0.0484,0.247,0,189.857,pop; rock; Dance/Electronic
Calvin Harris,Outside (feat. Ellie Goulding),227266,2014,78,-4.123,0.0394,0.213,0,128.035,hip hop; pop; Dance/Electronic
David Guetta,Hey Mama (feat. Nicki Minaj; Bebe Rexha & Afrojack),192560,2014,75,-4.091,0.151,0.24,0,85.979,hip hop; pop; Dance/Electronic
Demi Lovato,Cool for the Summer,214746,2015,0,-5.593,0.0386,0.00441,0.000183,114.101,pop
Taylor Swift,Blank Space,231826,2014,82,-5.412,0.054,0.103,0,95.997,pop
The Weeknd,The Hills,242253,2015,84,-7.063,0.0515,0.0671,0,113.003,pop; R&B
The Neighbourhood,Daddy Issues,260173,2015,85,-9.461,0.0329,0.0678,0.149,85.012,rock; pop
Deorro,Five More Hours,211975,2015,66,-3.226,0.219,0.0288,0,127.961,pop; Dance/Electronic
Avicii,The Nights,176658,2014,85,-5.298,0.0433,0.0166,0,125.983,pop; Dance/Electronic
DJ Snake,You Know You Like It,247266,2014,69,-5.346,0.188,0.0141,0.00000246,196.093,hip hop; pop; Dance/Electronic
Adam Lambert,Ghost Town,208330,2015,46,-5.709,0.046,0.186,0.0000192,119.955,pop
Rae Sremmurd,No Type,200080,2015,71,-7.803,0.159,0.0158,0.00000378,125.01,hip hop; pop
Taylor Swift,Bad Blood,200106,2015,70,-7.388,0.106,0.0294,0,170.16,pop
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190185,2015,49,-4.036,0.0734,0.000704,0.00534,145.889,hip hop; pop
Robin Schulz,Sugar (feat. Francesco Yates),219043,2015,76,-5.098,0.0581,0.0185,0,123.063,pop; Dance/Electronic
Calvin Harris,How Deep Is Your Love,212640,2015,76,-4.373,0.0731,0.0392,0.00169,122.003,hip hop; pop; Dance/Electronic
Philip George,Wish You Were Mine - Radio Edit,177560,2014,65,-4.164,0.0293,0.0126,0.0901,123.002,pop; Dance/Electronic
Trey Songz,Na Na,231906,2015,62,-6.253,0.0406,0.328,0,96.975,hip hop; pop; R&B
Fall Out Boy,Centuries,228360,2015,80,-2.868,0.0729,0.00359,0,176.042,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,76,-10.028,0.145,0.0312,0.00099,108.034,hip hop
Lost Frequencies,Are You With Me - Radio Edit,138842,2014,33,-9.882,0.0317,0.466,0.0000783,121.03,pop; Dance/Electronic
Twenty One Pilots,Stressed Out,202333,2015,83,-5.677,0.141,0.0462,0.0000229,169.977,rock
Fifth Harmony,Worth It (feat. Kid Ink),224573,2015,73,-3.865,0.0882,0.063,0.00000704,99.987,pop
KALEO,Way down We Go,219560,2015,63,-5.798,0.0528,0.612,0.000162,81.663,rock; classical
Sam Smith,Like I Can,167065,2014,79,-6.627,0.0379,0.343,0.0000217,99.933,pop
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166138,2015,49,-3.782,0.0666,0.0375,0.000833,107.985,hip hop; pop; Dance/Electronic
Martin Solveig,Intoxicated - New Radio Mix,159693,2015,48,-4.023,0.0393,0.00563,0.00409,125.004,pop; Dance/Electronic
Avicii,Waiting For Love,230613,2015,79,-3.863,0.0527,0.31,0,127.999,pop; Dance/Electronic
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186146,2018,72,-6.959,0.0311,0.672,0.000197,117.971,hip hop; pop; Dance/Electronic
Taylor Swift,Wildest Dreams,220440,2014,78,-7.417,0.0741,0.0709,0.0056,140.06,pop
The Weeknd,In The Night,235653,2015,0,-4.94,0.13,0.0696,0,167.939,pop; R&B
Pitbull,Time of Our Lives,229360,2014,80,-5.797,0.0583,0.0921,0,124.022,hip hop; pop; latin
Galantis,Runaway (U & I),227073,2015,74,-4.119,0.0469,0.00711,0.00193,126.008,pop; Dance/Electronic
Rihanna,Bitch Better Have My Money,219305,2015,73,-4.981,0.0621,0.0509,0.00000194,102.99,hip hop; pop; R&B
Zara Larsson,Lush Life,202213,2015,0,-2.86,0.0536,0.141,0,98.024,pop; Dance/Electronic
One Direction,Drag Me Down,192120,2015,79,-5.672,0.0369,0.109,0,138.113,pop
Travis Scott,Antidote,262693,2015,73,-5.046,0.032,0.00767,0.000148,131.05,hip hop; Dance/Electronic
Years & Years,King,215360,2015,0,-4.125,0.0388,0.0665,0,119.977,pop; Dance/Electronic
Demi Lovato,Confident,205745,2015,64,-6.251,0.0677,0.00188,0.000139,130.064,pop
Lemaitre,Closer,270589,2017,59,-3.991,0.0337,0.0012,0.0127,91.977,pop
Selena Gomez,Same Old Love,229080,2015,69,-4.01,0.0304,0.0223,0,98.02,pop
Pia Mia,Do It Again,207746,2015,72,-6.527,0.047,0.0266,0,95.95,pop; R&B
Flo Rida,My House,192190,2015,76,-4.792,0.0499,0.0215,0,94.006,hip hop; pop
Silentó,Watch Me (Whip / Nae Nae),185131,2015,0,-8.522,0.134,0.234,0,139.982,hip hop
Chris Brown,Ayo,225226,2015,71,-5.095,0.0443,0.0399,0,98.031,hip hop; pop; R&B
The Strumbellas,Spirits,203653,2016,71,-6.075,0.0265,0.164,0,80.529,rock; Folk/Acoustic; pop
Fetty Wap,Trap Queen,222093,2015,68,-3.803,0.128,0.0244,0,148.075,hip hop; pop
Tove Lo,Talking Body,238426,2014,66,-5.449,0.0338,0.0966,0,119.999,pop; Dance/Electronic
Beyoncé,7/11,213506,2014,69,-5.137,0.126,0.0128,0,136.024,pop; R&B
Lana Del Rey,High By The Beach,257573,2015,67,-11.067,0.0346,0.244,0.00788,131.988,pop
Zara Larsson,Never Forget You,213427,2017,73,-5.728,0.0457,0.00312,0.00000986,145.992,pop; Dance/Electronic
Jeremih,oui,238320,2015,77,-3.724,0.0964,0.213,0,78.521,hip hop; pop; R&B
Drake,Hotline Bling,267066,2016,77,-7.863,0.0551,0.00258,0.00019,134.966,hip hop; pop; R&B
Selena Gomez,Kill Em With Kindness,217906,2015,64,-5.488,0.0404,0.00795,0.0000587,120.012,pop
Birdy,Let It All Go,280757,2015,68,-8.644,0.0302,0.817,0.00000104,107.005,pop
Fetty Wap,679 (feat. Remy Boyz),196693,2015,74,-5.738,0.318,0.00256,0,190.05,hip hop; pop
Ariana Grande,Love Me Harder,236133,2014,74,-4.389,0.0334,0.00937,0,98.992,pop
The Weeknd,Can't Feel My Face,213520,2015,79,-5.526,0.0425,0.113,0,107.949,pop; R&B
SAYGRACE,You Don't Own Me (feat. G-Eazy),199314,2015,55,-5.68,0.102,0.166,0.00000131,186.394,pop; R&B
X Ambassadors,Renegades,195200,2015,75,-6.003,0.0905,0.0144,0.0597,90.052,hip hop; rock; pop
R. City,Locked Away (feat. Adam Levine),227480,2015,77,-5.709,0.0678,0.304,0,118.413,pop
Kygo,Stole the Show,223186,2016,74,-7.565,0.226,0.271,0,100.034,pop; Dance/Electronic
Tame Impala,The Less I Know The Better,216320,2015,83,-4.083,0.0284,0.0115,0.00678,116.879,metal
Selena Gomez,Good For You,221560,2015,0,-6.447,0.0652,0.154,0,88.928,pop
Fetty Wap,My Way (feat. Monty),213053,2015,55,-3.103,0.0531,0.00419,0,128.077,hip hop; pop
Hozier,Take Me To Church,241688,2014,81,-5.303,0.0464,0.634,0,128.945,Folk/Acoustic; pop
Taylor Swift,Style,231000,2014,77,-5.595,0.0402,0.00245,0.00258,94.933,pop
Alessia Cara,Here,199453,2015,0,-4.031,0.163,0.0804,0,120.892,pop; R&B
Sam Smith,Writing's On The Wall - From "Spectre" Soundtrack,278987,2015,66,-8.19,0.0339,0.769,0.00000257,81.418,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),193333,2015,47,-3.697,0.0789,0.0525,0.00719,108.061,hip hop; pop; Dance/Electronic
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),223973,2015,68,-5.288,0.203,0.0242,0,77.521,hip hop; pop
Big Sean,I Don't Fuck With You,284386,2015,75,-5.474,0.0613,0.0362,0,97.972,hip hop; pop
Kygo,Firestone,271640,2016,76,-7.374,0.0428,0.393,0.0000317,113.927,pop; Dance/Electronic
Drake,Jumpman,205879,2015,0,-7.448,0.202,0.0462,0,142.079,hip hop; pop; R&B
Petit Biscuit,Sunset Lover,237792,2015,71,-9.474,0.0503,0.729,0.809,90.838,Dance/Electronic
Shawn Mendes,Stitches,206880,2015,78,-6.684,0.0676,0.0152,0,149.882,pop
Flo Rida,I Don't Like It; I Love It (feat. Robin Thicke & Verdine White),224258,2015,67,-4.697,0.141,0.0242,0,118.004,hip hop; pop
Selena Gomez,The Heart Wants What It Wants,227373,2014,64,-4.874,0.0377,0.053,0,83.066,pop
Jack Ü,Where Are Ü Now (with Justin Bieber),250285,2015,74,-4.038,0.0567,0.041,0.00000421,139.432,pop; Dance/Electronic
Ellie Goulding,On My Mind,213445,2015,0,-6.607,0.0522,0.264,0.00000411,154.943,pop; rock; Dance/Electronic
Bryson Tiller,Don't,198293,2015,78,-5.556,0.195,0.223,0,96.991,hip hop; pop; R&B
Rich Homie Quan,Flex (Ooh; Ooh; Ooh),176674,2015,1,-7.534,0.0496,0.0384,0,163.993,hip hop; pop
Joel Adams,Please Don't Go,210580,2015,71,-4.868,0.0587,0.0118,0.0000194,84.264,R&B
Zedd,I Want You To Know,238800,2015,0,-2.215,0.0659,0.00621,0.00000811,130.003,hip hop; pop; Dance/Electronic
Jonas Blue,Fast Car,212424,2015,67,-6.994,0.052,0.484,0,113.945,pop; Dance/Electronic
BØRNS,Electric Love,218173,2015,0,-6.536,0.0889,0.00407,0.0016,120.063,rock; pop
Sigala,Easy Love,229813,2018,66,-4.208,0.0631,0.175,0.0013,123.976,pop; Dance/Electronic
Justin Bieber,Sorry,200786,2015,80,-3.669,0.045,0.0797,0,99.945,pop
Ariana Grande,One Last Time,197266,2014,79,-5.036,0.0323,0.093,0.00000165,125.026,pop
Little Mix,Black Magic,211773,2015,1,-4.467,0.0619,0.0352,0,111.987,pop
One Direction,Perfect,230333,2015,77,-5.231,0.0762,0.0598,0,99.933,pop
Years & Years,Shine,255506,2015,55,-5.21,0.0349,0.189,0,108.002,pop; Dance/Electronic
Meghan Trainor,Lips Are Movin,182666,2015,70,-5.402,0.0464,0.0506,0.00000103,139.091,pop
Nicky Jam,El Perdón - Forgiveness,206666,2017,51,-3.839,0.0357,0.256,0,90.013,latin
The Weeknd,Starboy,230453,2016,0,-7.028,0.282,0.165,0.00000349,186.054,pop; R&B
Drake,One Dance,173986,2016,84,-5.609,0.0536,0.00776,0.0018,103.967,hip hop; pop; R&B
Justin Bieber,Love Yourself,233720,2015,0,-9.828,0.438,0.835,0,100.418,pop
The Chainsmokers,Closer,244960,2016,83,-5.599,0.0338,0.414,0,95.01,pop; Dance/Electronic
Adele,Hello,295502,2015,1,-6.129,0.0342,0.329,0,157.98,pop; R&B
Desiigner,Panda,246761,2016,70,-4.943,0.449,0.028,0.00000168,144.833,hip hop; pop
Burak Yeter,Tuesday (feat. Danelle Sandoval),241874,2016,72,-6.052,0.0688,0.0156,0.0654,99.002,Dance/Electronic
Sia,Cheap Thrills (feat. Sean Paul),224813,2016,67,-4.931,0.215,0.0561,0.00000201,89.972,pop
OneRepublic,Wherever I Go,169773,2016,70,-6.444,0.0425,0.0915,0,99.961,pop
Rihanna,Work,219320,2016,75,-6.238,0.0946,0.0752,0,91.974,hip hop; pop; R&B
Coldplay,Hymn for the Weekend,258266,2015,82,-6.487,0.0377,0.211,0.00000692,90.027,rock; pop
Justin Bieber,Sorry,200786,2015,80,-3.669,0.045,0.0797,0,99.945,pop
Justin Timberlake,CAN'T STOP THE FEELING! (from DreamWorks Animation's "TROLLS"),236001,2016,76,-5.715,0.0751,0.0123,0,113.03,pop
WILLOW,Wait a Minute!,196520,2015,86,-5.279,0.0278,0.0371,0.0000194,101.003,pop; R&B; Dance/Electronic
Desiigner,Tiimmy Turner,239853,2016,67,-3.054,0.0393,0.174,0,122.803,hip hop; pop
G-Eazy,Me; Myself & I,251466,2015,77,-6.518,0.0959,0.0184,0,111.995,hip hop; pop
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),207272,2016,68,-3.456,0.0488,0.0022,0.0000581,110.169,hip hop; pop; Dance/Electronic
Astrid S,Hurts So Good,208728,2016,0,-5.008,0.049,0.082,0,120.036,rock; pop; Dance/Electronic
Lil Wayne,Sucker for Pain (with Wiz Khalifa; Imagine Dragons; Logic & Ty Dolla $ign feat. X Ambassadors),243490,2016,75,-4.378,0.317,0.255,0,169.021,hip hop; pop
Twenty One Pilots,Heathens,195920,2016,80,-9.348,0.0286,0.0841,0.0000358,90.024,rock
Future,Low Life (feat. The Weeknd),313546,2016,74,-7.789,0.0726,0.337,0.282,143.961,hip hop; pop
Galantis,No Money,189126,2016,67,-4.014,0.0397,0.0282,0.00762,126.01,pop; Dance/Electronic
The Chainsmokers,Don't Let Me Down,208373,2016,79,-5.094,0.172,0.157,0.00508,159.803,pop; Dance/Electronic
Tinie Tempah,Girls Like (feat. Zara Larsson),196000,2016,62,-3.406,0.049,0.37,0.0000118,120.028,hip hop; pop; Dance/Electronic
Alok,Hear Me Now,192846,2016,51,-7.757,0.0419,0.537,0.00261,121.996,pop; Dance/Electronic
Jon Bellion,All Time Low,217603,2016,70,-4.188,0.0828,0.0584,0,90.246,hip hop; pop
Cheat Codes,Sex,228361,2016,0,-5.825,0.171,0.00451,0,102.42,pop; Dance/Electronic
Meghan Trainor,NO,213506,2017,69,-3.599,0.213,0.0124,0.00000161,92.134,pop
Dua Lipa,Hotter Than Hell,187957,2017,65,-4.23,0.0908,0.011,0,110.127,pop
Martin Garrix,In the Name of Love,195706,2016,76,-5.88,0.0409,0.109,0,133.99,pop; Dance/Electronic
Alan Walker,Faded,212106,2018,78,-5.085,0.0476,0.0281,0.00000797,179.642,Dance/Electronic
Tove Lo,Cool Girl,197815,2016,0,-7.042,0.111,0.343,0.00000671,101.983,pop; Dance/Electronic
DJ Snake,Let Me Love You,205946,2016,81,-5.371,0.0349,0.0863,0.0000263,99.988,hip hop; pop; Dance/Electronic
Calvin Harris,This Is What You Came For (feat. Rihanna),222160,2016,79,-2.787,0.0332,0.199,0.119,123.962,hip hop; pop; Dance/Electronic
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,197933,2016,77,-6.645,0.111,0.0353,0.00000842,101.969,hip hop; pop; Dance/Electronic
Kevin Gates,2 Phones,240000,2016,69,-5.267,0.358,0.157,0,121.918,hip hop; pop
Rihanna,Needed Me,191600,2016,80,-8.091,0.244,0.11,0,110.898,hip hop; pop; R&B
Ariana Grande,Side To Side,226160,2016,0,-5.883,0.247,0.0408,0,159.145,pop
Marshmello,Alone,273802,2016,71,-3.739,0.0343,0.0241,0.0155,141.99,pop; Dance/Electronic
Shawn Mendes,I Know What You Did Last Summer,223853,2015,73,-4.582,0.0876,0.102,0,113.939,pop
Selena Gomez,Same Old Love,229080,2015,69,-4.01,0.0304,0.0223,0,98.02,pop
Calvin Harris,My Way,219159,2016,74,-3.06,0.0426,0.093,0.0000369,119.986,hip hop; pop; Dance/Electronic
Fitz and The Tantrums,HandClap,193253,2016,64,-3.004,0.0427,0.00609,0.000157,139.956,pop; rock
Twenty One Pilots,Ride,214506,2015,80,-5.355,0.0393,0.00835,0,74.989,rock
Flo Rida,My House,192190,2015,76,-4.792,0.0499,0.0215,0,94.006,hip hop; pop
Ariana Grande,Dangerous Woman,235946,2016,0,-5.32,0.0385,0.0612,0,134.052,pop
Anne-Marie,Alarm,205593,2016,57,-5.093,0.232,0.0812,0,146.928,pop; Dance/Electronic
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),217706,2016,79,-8.053,0.134,0.621,0,100.017,pop
AlunaGeorge,I'm In Control,209425,2016,0,-3.713,0.0346,0.355,0.000144,104.013,pop; Dance/Electronic
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),199693,2016,68,-3.254,0.103,0.0858,0,91.03,pop; latin
MNEK,Never Forget You,213427,2015,45,-5.728,0.0457,0.00312,0.00000986,145.992,Dance/Electronic
Mike Perry,The Ocean (feat. Shy Martin),183414,2016,70,-6.478,0.029,0.0225,0.00000181,90.037,pop; Dance/Electronic
Drake,Hotline Bling,267066,2016,0,-8.094,0.0587,0.00347,0.000119,134.96,hip hop; pop; R&B
Ariana Grande,Into You,244453,2016,3,-5.948,0.107,0.0162,0.00000175,107.853,pop
Shawn Mendes,Treat You Better,187973,2017,82,-4.078,0.341,0.106,0,82.695,pop
Tory Lanez,Say It,237786,2016,73,-10.511,0.0583,0.0862,0.0000065,107.331,hip hop; pop; R&B
Coldplay,Adventure of a Lifetime,263786,2015,76,-3.887,0.036,0.00205,0.000175,111.995,rock; pop
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,195561,2016,0,-4.684,0.0383,0.0807,0.0000481,121.969,pop; Dance/Electronic
SAYGRACE,You Don't Own Me (feat. G-Eazy),201493,2016,69,-5.653,0.0898,0.159,0.00000279,186.249,pop; R&B
X Ambassadors,Renegades,195200,2015,75,-6.003,0.0905,0.0144,0.0597,90.052,hip hop; rock; pop
DNCE,Cake By The Ocean,219146,2016,79,-5.446,0.0517,0.152,0,119.002,pop
99 Souls,The Girl Is Mine,216613,2016,55,-3.6,0.0397,0.00423,0.0972,118.991,Dance/Electronic
Illy,Papercuts (feat. Vera Blue),255889,2016,51,-6.304,0.249,0.161,0,191.863,hip hop; pop; Dance/Electronic
Kiiara,Gold,225882,2015,55,-9.343,0.344,0.615,0.0025,113.049,rock; pop; Dance/Electronic
Kygo,Stole the Show,222813,2016,0,-6.443,0.171,0.151,0,99.886,pop; Dance/Electronic
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),214480,2016,75,-5.861,0.0432,0.103,0.00000394,105.017,pop
Drake,Pop Style,212946,2016,63,-10.027,0.123,0.192,0.00000216,133.053,hip hop; pop; R&B
ZAYN,PILLOWTALK,203686,2016,59,-4.271,0.0496,0.104,0,124.909,pop; Dance/Electronic
Alessia Cara,Here,199453,2016,66,-3.974,0.104,0.0783,0,120.493,pop; R&B
DJ Snake,Middle,220573,2016,0,-5.331,0.0436,0.0199,0,104.981,hip hop; pop; Dance/Electronic
Sigala,Sweet Lovin' - Radio Edit,202149,2015,46,-1.231,0.0515,0.0553,0.00000478,124.977,pop; Dance/Electronic
Drake,Jumpman,205879,2015,72,-7.286,0.187,0.0559,0,142.079,hip hop; pop; R&B
Charlie Puth,Dangerously,199133,2016,62,-8.379,0.0366,0.364,0,112.291,pop
Nick Jonas,Close,234213,2016,69,-5.273,0.082,0.253,0,123.996,pop
Jonas Blue,Perfect Strangers,196613,2016,0,-5.307,0.0487,0.372,0,117.986,pop; Dance/Electronic
Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,2016,0,-5.092,0.0432,0.0736,0,92.943,hip hop; pop; Dance/Electronic
The Chainsmokers,Roses,226738,2015,73,-7.055,0.0561,0.0435,0.00377,100.001,pop; Dance/Electronic
Tory Lanez,LUV,228640,2016,0,-8.128,0.114,0.0118,0,95.109,hip hop; pop; R&B
P!nk,Just Like Fire (From the Original Motion Picture "Alice Through The Looking Glass"),215413,2016,68,-5.92,0.148,0.0114,0,162.958,pop
Bryson Tiller,Don't,198293,2015,78,-5.556,0.195,0.223,0,96.991,hip hop; pop; R&B
Steve Aoki,Just Hold On,198774,2016,63,-3.515,0.0824,0.00383,0.0000015,114.991,hip hop; pop; Dance/Electronic
Clean Bandit,Tears (feat. Louisa Johnson),225914,2016,60,-3.645,0.0446,0.0431,0,130.037,pop; Dance/Electronic
Jonas Blue,Fast Car,212424,2015,1,-6.983,0.0785,0.453,0,113.901,pop; Dance/Electronic
Flume,Never Be Like You,233337,2016,0,-5.436,0.0624,0.441,0,116.838,Dance/Electronic
Bastille,Good Grief,206493,2016,65,-4.888,0.0653,0.147,0,120.041,pop; rock
Sia,The Greatest (feat. Kendrick Lamar),210226,2016,68,-6.127,0.266,0.0102,0.000479,191.944,pop
PARTYNEXTDOOR,Not Nice,202661,2016,62,-9.309,0.0804,0.0253,0.00132,128.06,hip hop; pop; R&B
Garrett Nash,i hate u; i love u (feat. olivia o'brien),251033,2016,77,-13.4,0.3,0.687,0,92.6,hip hop; pop
Hilltop Hoods,1955,239280,2016,63,-7.558,0.0695,0.719,0.00000591,84.044,hip hop; pop
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2016,62,-5.194,0.053,0.023,0,95.04,pop
Daya,Sit Still; Look Pretty,202221,2016,1,-4.081,0.274,0.141,0,181.994,rock; pop; Dance/Electronic
Kent Jones,Don't Mind,198236,2016,63,-4.503,0.336,0.0235,0,158.777,hip hop
Flume,Say It,262521,2016,53,-6.829,0.0322,0.0731,0.00000327,75.255,Dance/Electronic
Bryson Tiller,Exchange,194613,2015,76,-10.598,0.185,0.107,0,160.108,hip hop; pop; R&B
MØ,Final Song,235826,2016,66,-6.109,0.0345,0.014,0.0000795,104.988,pop; Dance/Electronic
Beyoncé,Sorry,232560,2016,67,-7.274,0.0535,0.00175,0.00000444,129.988,pop; R&B
Little Mix,Shout Out to My Ex,246240,2017,1,-4.061,0.0889,0.0239,0.00000823,126.014,pop
The Lumineers,Ophelia,160097,2016,0,-6.429,0.0286,0.63,0.000198,76.026,pop; Folk/Acoustic
Frank Ocean,Pink + White,184516,2016,79,-7.45,0.0991,0.67,0.0000457,159.738,hip hop; pop; R&B
Drake,Too Good,263373,2016,74,-7.839,0.104,0.0489,0.0000488,117.996,hip hop; pop; R&B
Ed Sheeran,Shape of You,233712,2017,84,-3.183,0.0802,0.581,0,95.977,pop
Sean Paul,No Lie,221176,2018,84,-2.862,0.117,0.0466,0,102.04,hip hop; pop
Luis Fonsi,Despacito (Featuring Daddy Yankee),228200,2017,0,-4.757,0.17,0.209,0,177.833,pop; latin
Sam Smith,Too Good At Goodbyes,201000,2017,79,-8.237,0.0432,0.64,0,91.873,pop
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),251088,2016,75,-4.068,0.0523,0.406,0,101.965,pop; Dance/Electronic
Camila Cabello,Havana (feat. Young Thug),216896,2017,1,-4.323,0.0312,0.186,0.000038,104.992,pop
Imagine Dragons,Thunder,187146,2017,1,-4.749,0.0479,0.00683,0.21,167.88,rock
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),214265,2018,68,-6.124,0.0696,0.343,0,100.047,pop
The Chainsmokers,Something Just Like This,247160,2017,83,-6.769,0.0317,0.0498,0.0000144,103.019,pop; Dance/Electronic
Ed Sheeran,Perfect,263400,2017,85,-6.312,0.0232,0.163,0,95.05,pop
MGMT,Little Dark Age,299960,2018,81,-6.156,0.0385,0.0102,0.000855,97.512,rock
Travis Scott,goosebumps,243836,2016,83,-3.37,0.0484,0.0847,0,130.049,hip hop; Dance/Electronic
Billie Eilish,Bored,180933,2017,84,-12.695,0.0478,0.896,0.00239,119.959,pop; Dance/Electronic
Future,Mask Off,204600,2017,79,-8.795,0.431,0.0102,0.0219,150.062,hip hop; pop
G-Eazy,Him & I,268866,2017,0,-6.343,0.0868,0.0534,0,87.908,hip hop; pop
Maroon 5,Cold (feat. Future),234308,2017,0,-6.288,0.113,0.118,0,99.905,pop
Rae Sremmurd,Swang,208120,2016,75,-9.319,0.0581,0.2,0.00000982,139.992,hip hop; pop
Lil Peep,Save That Shit,231546,2017,77,-8.672,0.0288,0.0262,0,105.997,hip hop
A$AP Ferg,Plain Jane,173600,2017,74,-5.482,0.275,0.0651,0,170.142,hip hop; pop
French Montana,Unforgettable,233901,2017,82,-5.043,0.123,0.0293,0.0101,97.985,hip hop; pop
21 Savage,Bank Account,220306,2017,74,-8.227,0.35,0.015,0.000007,75.016,hip hop
Axwell /\ Ingrosso,More Than You Know,203000,2017,0,-4.989,0.0339,0.0323,0,123.07,pop; Dance/Electronic
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,2017,77,-6.589,0.0386,0.102,0.00000132,180.042,pop; Dance/Electronic
J Balvin,Mi Gente,189029,2017,53,-4.862,0.0914,0.0178,0.0000134,104.237,latin
Jax Jones,You Don't Know Me - Radio Edit,213946,2016,1,-6.054,0.138,0.163,0,124.007,hip hop; pop; Dance/Electronic
Rae Sremmurd,Black Beatles,291893,2016,75,-6.163,0.0649,0.142,0,145.926,hip hop; pop
Zara Larsson,Ain't My Fault,224030,2017,67,-4.825,0.0296,0.00778,0,141.153,pop; Dance/Electronic
Travis Scott,BUTTERFLY EFFECT,190677,2017,0,-6.865,0.0539,0.0714,0,140.987,hip hop; Dance/Electronic
Ayo & Teo,Rolex,238586,2017,69,-2.512,0.04,0.0837,0,144.946,hip hop; pop
Lil Uzi Vert,XO Tour Llif3,182706,2017,81,-6.366,0.231,0.00264,0,155.096,hip hop
Imagine Dragons,Whatever It Takes,201240,2017,80,-5.021,0.0311,0.0362,0,134.945,rock
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,2016,76,-10.028,0.145,0.0312,0.00099,108.034,hip hop
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,2017,75,-3.862,0.109,0.075,0,98.064,hip hop; pop
G-Eazy,No Limit,245386,2017,0,-3.791,0.244,0.0117,0,175.957,hip hop; pop
Playboi Carti,Magnolia,181812,2017,77,-7.323,0.286,0.0114,0,162.991,hip hop
Chord Overstreet,Hold On,198853,2017,80,-9.681,0.0526,0.469,0,119.949,pop; Folk/Acoustic
Jax Jones,Breathe,207629,2017,58,-5.52,0.0363,0.0234,0.000157,125.985,hip hop; pop; Dance/Electronic
Imagine Dragons,Believer,204346,2017,1,-4.305,0.108,0.0524,0,124.982,rock
Natti Natasha,Criminal,232549,2017,74,-3.023,0.0561,0.03,0.0000933,79.997,pop; latin
Kendrick Lamar,HUMBLE.,177000,2017,0,-6.779,0.0903,0.000243,0.0000323,150.018,hip hop
Selena Gomez,Fetish (feat. Gucci Mane),186112,2017,69,-4.424,0.0592,0.0204,0.00000681,123.013,pop
Charlie Puth,Attention,211475,2017,0,-4.432,0.0432,0.0969,0.0000312,100.041,pop
Big Shaq,Man's Not Hot,186026,2017,62,-4.076,0.236,0.111,0.0000831,135.048,pop; Dance/Electronic
Anne-Marie,Ciao Adios,200104,2017,57,-3.078,0.0863,0.127,0,106.083,pop; Dance/Electronic
Rag'n'Bone Man,Human,200186,2017,76,-4.097,0.302,0.393,0,75.087,R&B
blackbear,do re mi,212027,2017,4,-6.35,0.0526,0.00522,0.00000525,111.002,hip hop; pop; Dance/Electronic
Lil Pump,Gucci Gang,124055,2017,64,-6.71,0.0597,0.239,0,119.889,hip hop
Taylor Swift,Look What You Made Me Do,211853,2017,76,-6.471,0.123,0.204,0.0000141,128.07,pop
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,2017,70,-3.304,0.0537,0.0642,0,91.011,pop; latin
Kodak Black,Tunnel Vision,268186,2017,51,-7.724,0.294,0.0576,0.0000991,171.853,hip hop
Kendrick Lamar,DNA.,185946,2017,0,-6.759,0.36,0.00402,0,139.928,hip hop
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,2017,0,-5.274,0.0568,0.501,0,129.014,hip hop
XXXTENTACION,Jocelyn Flores,119133,2017,83,-9.144,0.242,0.469,0.00000413,134.021,hip hop
Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,2017,72,-5.314,0.244,0.0611,0,127.079,hip hop; pop
